Exercise,URL,Description
Single-Arm Tall-Kneeling Overhead Dumbbell Press,https://vimeo.com/111545000,1. Engage your abs to pull your ribs downward. Tuck your tailbone under. 2. Press overhead while moving only your arm. Keep your shoulder pulled down away from your ears so that you don't shrug. 3. Don’t arch your lower back or flare your ribs out. Don't let the weight pull you to the side.
Single-Arm Walking Dumbbell Farmer’s Carry,https://vimeo.com/111545001,1. Begin with your abs tight and your ribs pulled down. Keep your tailbone tucked underneath you and your shoulders back. 2. Carry the weight with tightly braced abs while keeping your shoulders back and your head neutral. 3. Don't slouch or let the weight pull you to the side.
Single-Leg Band-Resisted Pushup,https://vimeo.com/111545003,"1. Only lower as far down as you can without your shoulders popping forward. 2. Squeeze your shoulder blades together and downward at the bottom of the rep. 3. Keep your abs tight and your ribs pulled down so that your lower back doesn't arch. 4. Finish by spreading your shoulder blades apart, with your shoulders pulled down away from your ears. 5. Don't let your hips or spine rotate during the movement."
Single-Leg Band-Resisted Romanian Deadlift,https://vimeo.com/111545004,1. Pull your ribs down with your abs. 2. Push your hips back to lower down. 3. Keep your hips square. Don't rotate them open.
Single-Leg Barbell Glute Bridge,https://vimeo.com/111545570,1. Keep your ribs pulled down and your abs tight so that your lower back doesn't arch. 2. Drive through your heel and raise your hips upward. 3. Keep your tailbone tucked between your knees to align your pelvis and spine.
Single-Leg Barbell Romanian Deadlift,https://vimeo.com/111545571,1. Keep your ribs pulled down and abs tightly braced to keep your lower back from arching. 2. Push your hips back until you get a light stretch in your hamstrings. 3. Keep your hips flat by actively keeping your zipper turned toward your forward knee. 4. Return upward and lock your hips out while tucking your tailbone downward between your knees. 5. Don't let your lower back arch or roll your hips open during the movement.
Single-Leg Dumbbell Romanian Deadlift,https://vimeo.com/111545574,1. Keep your ribs pulled down and abs tightly braced to keep your lower back from arching. 2. Push your hips back until you get a light stretch in your hamstrings. 3. Keep your hips flat by actively keeping your zipper turned toward your forward knee. 4. Return upward and lock your hips out while tucking your tailbone downward between your knees. 5. Don't let your lower back arch or roll your hips open during the movement.
Single-Leg Eccentric Squat to Box,https://vimeo.com/111545575,"1. Keep your weight rooted through your heel with your toes gripping the floor. 2. Keep your foot straight ahead and your knee pushed slightly outward. 3. Lower onto the box without letting your knee collapse inward or shifting your weight to your toes. 
"
Single-Leg Feet-Elevated Band-Resisted Pushup,https://vimeo.com/111545577,"1. Only lower as far down as you can without your shoulders popping forward. 2. Squeeze your shoulder blades together and downward at the bottom of the rep. 3. Keep your abs tight and your ribs pulled down so that your lower back doesn't arch. 4. Finish by spreading your shoulder blades apart, with your shoulders pulled down away from your ears. 5. Don't let your hips or spine rotate during the movement."
Single-Leg Feet-Elevated Pushup,https://vimeo.com/111546504,"1. Only lower as far down as you can without your shoulders popping forward. 2. Squeeze your shoulder blades together and downward at the bottom of the rep. 3. Keep your abs tight and your ribs pulled down so that your lower back doesn't arch. 4. Finish by spreading your shoulder blades apart, with your shoulders pulled down away from your ears. 5. Don't let your hips or spine rotate during the movement."
Single-Leg Glute Bridge,https://vimeo.com/111546505,1. Lock your ribs down with your abs. 2. Tuck your tailbone between your knees. 3. Raise hips without arching your back.
Single-Leg Hip Thrust,https://vimeo.com/111546507,1. Keep your ribs pulled down and your abs tight so that your lower back doesn't arch. 2. Drive through your heels and raise your hips upward. 3. Keep your tailbone tucked between your knees to align your pelvis and spine.
Single-Leg Offset Dumbbell Romanian Deadlift,https://vimeo.com/111546513,1. The lighter weight goes on the side of the forward leg. 2. Keep your ribs pulled down and abs tightly braced to keep your lower back from arching. 3. Push your hips back until you get a light stretch in your hamstrings. 4. Keep your hips flat by actively keeping your zipper turned toward your forward knee. 5. Return upward and lock your hips out while tucking your tailbone downward between your knees. 6. Don't let your lower back arch or roll your hips open during the movement.
Single-Leg Plank,https://vimeo.com/111546516,1. Lock your ribs down with your abs. 2. Tuck your tailbone between your knees. 3. Do not let your lower back sag or rotate your hips.
Single-Leg Pushup,https://vimeo.com/111548108,"1. Only lower as far down as you can without your shoulders popping forward. 2. Squeeze your shoulder blades together and downward at the bottom of the rep. 3. Keep your abs tight and your ribs pulled down so that your lower back doesn't arch. 4. Finish by spreading your shoulder blades apart, with your shoulders pulled down away from your ears. 5. Don't let your hips or spine rotate during the movement."
Single-Leg Pushup Iso,https://vimeo.com/111548109,"1. Only lower as far down as you can without your shoulders popping forward, then stop and hold for the prescribed time. 2. Squeeze your shoulder blades together and downward at the bottom of the rep. 3. Keep your abs tight and your ribs pulled down so that your lower back doesn't arch. 4. Don't let your hips or spine rotate during the movement."
Single-Leg Single-Arm Dumbbell Romanian Deadlift,https://vimeo.com/111548110,1. Keep your ribs pulled down and abs tightly braced to keep your lower back from arching. 2. Push your hips back until you get a light stretch in your hamstrings. 3. Keep your hips flat by actively keeping your zipper turned toward your forward knee. 4. Return upward and lock your hips out while tucking your tailbone downward between your knees. 5. Don't let your lower back arch or roll your hips open during the movement.
Single-Leg Slideboard Bodysaw,https://vimeo.com/111548112,1. Lock your ribs down with your abs. 2. Tuck your tailbone between your knees. 3. Do not let your lower back sag. 4. Move without losing your positioning.
Single-Leg Slideboard Leg Curl,https://vimeo.com/111548113,"1. Keep your abs tightly braced, your tailbone tucked under and your ribs down. 2. Pack your shoulder blades together and down towards your back pockets. 3. Root your heels through the floor. 4. Pull your foot towards your hip and finish the movement by tightly squeezing your glute while bracing your abs."
Single-Leg Squat to Box,https://vimeo.com/111550275,"1. Keep your weight rooted through your heel with your toes gripping the floor. 2. Keep your foot straight ahead and your knee pushed slightly outward. 3. Lower onto the box without letting your knee collapse inward or shifting your weight to your toes and then squat back up. 4. Don't arch your lower back at the finish,
"
Single-Leg Supine Hips-Elevated Leg Curl,https://vimeo.com/111550276,"1. Keep your abs tightly braced, your tailbone tucked under and your ribs down. 2. Pack your shoulder blades together and down towards your back pockets. 3. Root your heels through the floor. 4. Pull your feet towards your hip and finish the movement by tightly squeezing your glutes while bracing your abs and keeping your tailbone tucked under."
Slideboard Bodysaw,https://vimeo.com/111550279,1. Lock your ribs down with your abs. 2. Tuck your tailbone between your knees. 3. Do not let your lower back sag. 4. Move without losing your positioning.
Slideboard Leg Curl,https://vimeo.com/111550283,"1. Keep your abs tightly braced, your tailbone tucked under and your ribs down. 2. Pack your shoulder blades together and down towards your back pockets. 3. Root your heels through the floor. 4. Pull your feet towards your hips and finish the movement by tightly squeezing your glutes while bracing your abs and keeping your tailbone tucked under."
Spiderman Pushup,https://vimeo.com/111550284,"1. Lower into the pushup by squeezing your shoulder blades together and down into your back pockets, keeping your elbows tucked in and pulling one knee towards your elbow. 2. Push back up and spread your shoulder blades apart while keeping them pulled downward toward your back pockets. 3. Keep your abs tight and tailbone tucked under throughout the movement."
Split-Stance Dumbbell Push Press,https://vimeo.com/111551382,1. Keep your abs tight and ribs pulled down to stabilize your spine. 2. Dip your knees slightly while keeping your weight on your heels and drive upward. 3. Use the momentum to assist as you lock the weights overhead without arching your back.
Squat to Stand,https://vimeo.com/111551383,"1. Grip the front of your toes and root your weight through your heels. 2. Use your arms to pull your hips deep into the squat while keeping your chest high. 3. Use your arms to pry your knees outward. 4. While keeping your weight on your heels, straighten your knees and stretch your hamstrings. 5. Don’t shift your weight onto your toes, lift your heels off the ground or collapse your knees inward. 
"
Squat to Stand With Overhead Reach,https://vimeo.com/111551384,"1. Grip the front of your toes and root your weight through your heels. 2. Use your arms to pull your hips deep into the squat while keeping your chest high. 3. Use your arms to pry your knees outward, then reach your arms overhead. 4. Put your arms back down and, with your weight on your heels, straighten your knees and stretch your hamstrings. 5. Don’t shift your weight onto your toes, lift your heels off the ground or collapse your knees inward. 
"
Stability Ball Rollout,https://vimeo.com/111551386,1. Position your spine by locking your ribs down in an exhaled position with your abs. 2. Keep your tailbone tucked under and your ribs pulled down throughout the movement. 3. Roll your arms out in front of you as far as you can without losing tension in your abs. 4. Stop before your back arches and return.
Staggered-Stance Deep Squat Breathing,https://vimeo.com/111551388,"1. Stand with your right foot just ahead of the left and lean back on the bar with all your weight on your left heel. 2. Take a deep breath through your nose, place your left arm behind your back and expand your upper back as much as possible while letting your spine round forward. 3. Focus on expanding the right side of your rib cage and feeling a good stretch in your right lat."
Standing Barbell Overhead Press,https://vimeo.com/111551973,"1. Keep your abs tight, tailbone tucked under and ribs pulled down to stabilize your spine. 2. Press the weights overhead without arching your back or flaring your ribs out. 3. Keep your shoulders pulled downward away from your ears to avoid shrugging."
Standing Split-Stance Landmine Press,https://vimeo.com/111551974,"1. Keep your abs tight, tailbone tucked under and ribs pulled down to stabilize your spine. 2. Stand in a split-stance, with the weight on the side of your trailing leg. 3. Press the bar overhead while keeping your shoulder pulled down away from your ears so that you don't shrug."
Standing Thoracic Extension Rotation,https://vimeo.com/111551975,1. Keep your weight on your heels with your feet pointed straight ahead. 2. Push your hips back to get into the squat position. 3. Keep your head neutral and reach one arm straight overhead while letting the other arm fall to centerline.
Stir-The-Pot,https://vimeo.com/111551976,1. Lock your ribs down with your abs. 2. Tuck your tailbone between your knees. 3. Do not let your lower back sag. 4. Move without losing your positioning.
Super Couch Stretch,https://vimeo.com/111553039,"1. Place rear foot on bench. 2. Lower to one knee. 3. Keep ribs down, tailbone tucked under and lumbar spine slightly flexed."
Super Couch Stretch Without Bench,https://vimeo.com/111553041,"1. Stand on one knee 2. Loop band over rear foot. 3. Pull foot upward. 4. Keep your ribs down, tailbone tucked under and spine slightly flexed."
Supine Banded No Money Drill,https://vimeo.com/111553044,1. Lay on your back with your knees bent and your lower back pressed into the floor. Keep your abs tight and your ribs down so that your back doesn't arch. 2. Bring your hands together with your palms up. 3. Move your hands outward and finish by squeezing your shoulder blades together and downward.
Supine Banded Scapular Protraction,https://vimeo.com/111553045,"1. Lay on your back with your knees bent and your lower back pressed into the floor. Keep your abs tight and your ribs down so that your back doesn't arch. 2. Begin with your shoulder blades squeezed together and down toward your back pockets. 3. Without shrugging your shoulders upward, reach your arms as far out in front of you as you can and spread your shoulder blades apart."
Supine Glute Bridge,https://vimeo.com/111553047,1. Lock your ribs down with your abs. 2. Tuck your tailbone between your knees. 3. Raise hips without arching your back.
Supine Hips-Extended Leg Curl,https://vimeo.com/111555105,"1. Keep your abs tightly braced, your tailbone tucked under and your ribs down. 2. Pack your shoulder blades together and down towards your back pockets. 3. Root your heels through the floor. 4. Pull your feet towards your hips while raising your hips. 5. Finish the movement by tightly squeezing your glutes while bracing your abs and keeping your tailbone tucked under."
Supine Knee to Knee Pull-In,https://vimeo.com/111555106,"
1. Lay on your back with your knees bent and your feet on the floor. Press your lower back into the ground, pull your ribs down with your abs, and tuck your tailbone under towards your kneess. 2. Pull your knees in toward each other until you feel a stretch deep in your hip capsules. 3. Don’t space your feet so close together that your knees touch. 
"
Supine Psoas March,https://vimeo.com/111555108,"1. Keep the front of your pelvis pulled towards your ribs, your abs tight, your lower back pressed into the floor and your tailbone tucked under. 2. Pull one knee straight to your chest and keep the other leg extended straight out by contracting your glute on that side. 3. Don’t arch your lower back or lift the other leg off the ground.
"
T-Bar Row,https://vimeo.com/111555109,"1. Keep your ribs down and your abs tight so that your lower back doesn't arch excessively. 2. Push your hips back to get into position, with your weight mostly on your heels and your toes gripping the floor. 3. Pull the weight towards your lower ribs, finishing with your shoulder blades locked inward and down. 3. Don't let your shoulder capsules shift forward at the finish of the movement."
T-Pushup,https://vimeo.com/111555111,"1. Keep your spine neutral, abs and glutes braced and hands shoulder-width apart. 2. Lower into the pushup by squeezing your shoulder blades together and down while keeping your elbows tucked in. 3. Press to the up position and reach one hand towards the ceiling while keeping your abs and glutes contracted.
"
Tall-Kneeling Overhead Pallof Press,https://vimeo.com/112070470,"1. Start in a tall position with your chest high and both knees down. 2. Pull your ribs down by tightly bracing your abs in an exhaled position and tuck your tailbone under. 3. Press overhead without losing your spinal position. 
"
Tall-Kneeling Band Chop,https://vimeo.com/111557000,"1. Start in a tall position with your chest high and both knees down. 2. Pull your ribs down by tightly bracing your abs in an exhaled position and tuck your tailbone under. 3. Chop the band down with your arms while moving from the shoulders only. 
"
Tall-Kneeling Band Lift,https://vimeo.com/111556999,"1. Start in a tall position with your chest high and both knees down. 2. Pull your ribs down by tightly bracing your abs in an exhaled position and tuck your tailbone under. 3. Raise your arms up and across your body without losing your spinal position. 
"
Tall-Kneeling Cable Chop,https://vimeo.com/111556997,"1. Start in a tall position with your chest high and both knees down. 2. Pull your ribs down by tightly bracing your abs in an exhaled position and tuck your tailbone under. 3. Chop the cable down with your arms while moving from the shoulders only. 
"
Tall-Kneeling Cable Lift,https://vimeo.com/111556998,"1. Start in a tall position with your chest high and both knees down. 2. Pull your ribs down by tightly bracing your abs in an exhaled position and tuck your tailbone under. 3. Raise your arms up and across your body without losing your spinal position. 
"
Tall-Kneeling Landmine Press,https://vimeo.com/112070466,1. Start in a tall position with your chest high and both knees down. 2. Pull your ribs down by tightly bracing your abs in an exhaled position and tuck your tailbone under. 3. Press the bar overhead without arching your back or flaring your ribs. Keep your shoulder pulled down away from your ears so that you don't shrug.
Tall-Kneeling Pallof Press,https://vimeo.com/112070469,"1. Start in a tall position with your chest high and both knees down. 2. Pull your ribs down by tightly bracing your abs in an exhaled position and tuck your tailbone under. 3. Press your hands out without losing your spinal position. 
"
Tall-Kneeling Pallof Press Iso,https://vimeo.com/112070473,1. Start in a tall position with your chest high and both knees down. 2. Pull your ribs down by tightly bracing your abs in an exhaled position and tuck your tailbone under. 3. Press your hands out without losing your spinal position. 4. Hold for the allotted time.
Tall-Kneeling Pallof Press Iso With Band,https://vimeo.com/112070474,1. Start in a tall position with your chest high and both knees down. 2. Pull your ribs down by tightly bracing your abs in an exhaled position and tuck your tailbone under. 3. Press your hands out without losing your spinal position. 4. Hold for the allotted time.
Tall-Kneeling Pallof Press With Band,https://vimeo.com/112071998,"1. Start in a tall position with your chest high and both knees down. 2. Pull your ribs down by tightly bracing your abs in an exhaled position and tuck your tailbone under. 3. Press your hands out without losing your spinal position. 
"
Thoracic Mobilization on Foam Roller,https://vimeo.com/112072000,"1. Breathe deeply into your chest and upper back. 2. Try to expand your entire rib cage as you stretch over the roller. 3. Keep your abs tight and ribs pulled down. 4. Don’t arch your lower back or flare your lower ribs out.
"
Thoracic Mobilization With Bench,https://vimeo.com/112072001,"1. Breathe deeply into your chest and upper back. 2. Put your elbows on the bench and push your chest through to open up your upper spine. 3. Keep your abs tight and ribs pulled down. 4. Don’t arch your lower back or flare your lower ribs out.
"
Toy Soldier,https://vimeo.com/112072002,"1. Keep the heel of your planted leg on the ground, and keep it nearly locked out straight. 2. Brace the glute on the side of your planted leg and tuck your tailbone under to keep your pelvis from tilting. 3. Reach your opposite side hand towards your toes. 4. Don’t bend the leg on your planted leg, come onto your toes or slouch your spine forward."
Trap Bar Deadlift,https://vimeo.com/112072003,"1. Begin with your abs tightly braced and your ribs pulled downward. Think of tucking your tailbone between your knees to keep your lower back from arching too much. 2. Lower to the bar while pushing your hips back and loading a light stretch into your hamstrings. 3. Keep your weight on your heels, your feet straight forward, your knees straight over your little toes and abs braced. 4. Pull upward while maintaining good positioning (knees straight forward, neutral spine, weight through heels. 5. Keep your abs locked and ribs down at the top."
Triceps Press-Down,https://vimeo.com/112074200,1. Keep your shoulder blades squeezed backward and down. 2. Press down without letting your shoulders pop forward during the press. 3. Keep your abs tight and your ribs pulled down so that your ribs don't flare out as you return upward.
Turkish Get-up,https://vimeo.com/112074201,"1. Keep your arm vertical throughout the movement, and keep your eyes on the weight. 2. Move from elbow, to your hand, to a bridge position. 3. Move to your knee. 4. ""Windshield wiper"" your leg underneath to a lunge position. 5. With your weight on your forward heel and your ribs down, stand up to the top of the lunge. 6. ""Ski"" your trailing foot back and reverse the movement to return to the ground."
Walking Dumbbell Cross-Carry,https://vimeo.com/112074202,1. Begin with your abs tight and your ribs pulled down. Keep your tailbone tucked underneath you and your shoulders back. 2. Press one weight overhead and keep the other at your side. 3. Carry the weights with tightly braced abs while keeping your shoulders back and your head neutral. 4. Don't slouch or let the weight pull you to the side.
Walking Dumbbell Lunge,https://vimeo.com/112074203,1. Lower with your weight on your forward heel. 2. Don't let your hips open up at the bottom. Keep them squared forward. 3. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 4. Drive upward with your weight rooted through the heel of your forward foot. 5. Keep your knee tracked straight ahead over your toes.
Walking Farmer's Carry,https://vimeo.com/112074204,1. Begin with your abs tight and your ribs pulled down. Keep your tailbone tucked underneath you and your shoulders back. 2. Carry the weight with tightly braced abs while keeping your shoulders back and your head neutral. 3. Don't slouch or let the weight pull you to the side.
Walking Fat Grip Farmer's Carry,https://vimeo.com/112077594,1. Begin with your abs tight and your ribs pulled down. Keep your tailbone tucked underneath you and your shoulders back. 2. Carry the weight with tightly braced abs while keeping your shoulders back and your head neutral. 3. Don't slouch or let the weight pull you to the side.
Walking Goblet Carry,https://vimeo.com/112077592,1. Begin with your abs tight and your ribs pulled down. Keep your tailbone tucked underneath you and your shoulders back. 2. Carry the weight with tightly braced abs while keeping your shoulders back and your head neutral. 3. Don't slouch or let the weight pull you to the side.
Walking Goblet Heartbeat Carry,https://vimeo.com/112078544,1. Begin with your abs tight and your ribs pulled down. Keep your tailbone tucked underneath you and your shoulders back. 2. Carry the weight with tightly braced abs while keeping your shoulders back and your head neutral. 3. Press the weight straight out and return it to your chest at regular intervals without losing your spinal position. 4. Don't slouch or let the weight pull you to the side.
Walking Goblet Lunge,https://vimeo.com/112077593,1. Lower with your weight on your forward heel. 2. Don't let your hips open up at the bottom. Keep them squared forward. 3. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 4. Drive upward with your weight rooted through the heel of your forward foot. 5. Keep your knee tracked straight ahead over your toes.
Walking Knee to Chest,https://vimeo.com/112078545,"1. Keep the heel of your planted leg on the ground and keep that leg straight. 2. Brace the glute on the side of your planted leg to keep your pelvis from tilting. 3. Pull one knee tightly to your chest while keeping the other leg extended straight. 4. Don’t bend the leg on your planted leg, come onto your toes or slouch your spine forward. 
"
Walking Offset Dumbbell Lunge,https://vimeo.com/112078547,1. The lighter of the two dumbbells goes in the hand on the same side as your forward leg. 2. Lower with your weight on your forward heel. 3. Don't let your hips open up at the bottom. Keep them squared forward. 4. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 5. Drive upward with your weight rooted through the heel of your forward foot. 6. Keep your knee tracked straight ahead over your toes.
Walking Pull-Back Butt Kick,https://vimeo.com/112078552,"1. Keep the heel of your planted leg on the ground and keep that leg straight. Brace the glute on the side of your planted leg to keep your pelvis from tilting. 2. Pull one foot back and stretch your quad without leaning forward. 3. Keep your abs tight, your ribs down and tuck your tailbone under. 4. Don’t arch your lower back, bend the leg on your planted leg, come onto your toes or slouch your spine forward. 
"
Walking Single-Arm Bottom-Up Kettlebell Racked Carry,https://vimeo.com/112078555,1. Begin with your abs tight and your ribs pulled down. Keep your tailbone tucked underneath you and your shoulders back. 2. Carry the weight with tightly braced abs while keeping your shoulders back and your head neutral. 3. Don't slouch or let the weight pull you to the side.
Walking Spiderman,https://vimeo.com/112080363,"1. Step slightly to the outside with your forward leg to make room for your elbow. 2. Keep your weight through your forward heel. 3. Keep your chest high and contract the glute on your trailing leg to get a good stretch in your hip flexor. 4. Keep your neck in line with the rest of your spine. 5. Slowly drive your hips forward to deepen the stretch. 
"
Walking Spiderman With Hip Lift,https://vimeo.com/112080364,1. Step slightly to the outside with your forward leg to make room for your elbow. 2. Keep your weight through your forward heel. 3. Keep your chest high and contract the glute on your trailing leg to get a good stretch in your hip flexor. 4. Keep your neck in line with the rest of your spine. 5. Slowly drive your hips forward to deepen the stretch. 6. Lift your hips upward.
Walking Spiderman With Overhead Reach,https://vimeo.com/112080360,"1. Step slightly to the outside with your forward leg to make room for your elbow. 2. Keep your weight through your forward heel. 3. Keep your chest high and contract the glute on your trailing leg to get a good stretch in your hip flexor. 4. Keep your neck in line with the rest of your spine. 5. Slowly drive your hips forward to deepen the stretch, then reach overhead."
Walking Spiderman With Overhead Reach and Hip Lift,https://vimeo.com/112084179,"1. Step slightly to the outside with your forward leg to make room for your elbow. 2. Keep your weight through your forward heel. 3. Keep your chest high and contract the glute on your trailing leg to get a good stretch in your hip flexor. 4. Keep your neck in line with the rest of your spine. 5. Slowly drive your hips forward to deepen the stretch, then reach overhead. 6. Lift your hips upward."
Walking Two-Arm Waiter’s Carry,https://vimeo.com/112080361,1. Begin with your abs tight and your ribs pulled down. Keep your tailbone tucked underneath you and your shoulders back. 2. Press the weights overhead. 3. Carry the weights with tightly braced abs while keeping your shoulders back and your head neutral. 4. Don't slouch or let the weight pull you to the side.
Walking Waiter's Carry,https://vimeo.com/112084178,1. Begin with your abs tight and your ribs pulled down. Keep your tailbone tucked underneath you and your shoulders back. 2. Press the weight overhead. 3. Carry the weights with tightly braced abs while keeping your shoulders back and your head neutral. 4. Don't slouch or let the weight pull you to the side.
Walking Warrior Lunge,https://vimeo.com/112086186,"1. Lower with your weight on your forward heel. 2. Don't let your hips open up at the bottom. Keep them squared forward. 3. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 4. At the bottom position, rotate your shoulders toward your forward knee. 5. Drive upward with your weight rooted through the heel of your forward foot. 6. Keep your knee tracked straight ahead over your toes."
Wall Ankle Mobilization,https://vimeo.com/112084180,"1. Keep your heel rooted into the floor and press forward as far as you can while tracking your knee straight over your toes on the outside of your foot. This is mobilizing the ankle of your forward leg. 2. Don’t lift your heel off the ground or push your knee towards the inside of your foot. 
"
Wall Glute Iso March,https://vimeo.com/112086187,"1. Keep the front of your pelvis pulled towards your ribs, your abs tight and your tailbone tucked under. 2. Pull one knee straight towards your chest while keeping the other leg extended straight out by contracting your glute on that side. 3. Don’t arch your lower back or flare your lower ribs out
"
Wall Hip Flexor Mobilization,https://vimeo.com/112088562,"1. Use your arm to flex your knee as much as comfortably possible. 2. Use your abs to pull your ribs down, and keep your tailbone tucked under to protect your spine. 3. Contract the glute on your trailing-leg side in order to further stretch your hip flexors. 4. Don’t arch your lower back or let your lower ribs flare out. 
"
Wall-Press Abs,https://vimeo.com/112088563,1. Pull your ribs downward with your abs and hold them there. 2. Roll the front of your pelvis towards your ribs. 3. Press your lower back into the floor. 4. Don't lose that position as you cycle your legs.
Warrior Lunge With Overhead Reach,https://vimeo.com/112088565,"1. Lower with your weight on your forward heel. 2. Don't let your hips open up at the bottom. Keep them squared forward. 3. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 4. At the bottom position, put your arms overhead (without arching your back) and rotate your shoulders toward your forward knee. 5. Drive upward with your weight rooted through the heel of your forward foot. 6. Keep your knee tracked straight ahead over your toes."
Weighted Chin-Up,https://vimeo.com/112088567,1. Fully extend your arms and let your shoulder blades spread at the bottom. 2. Pull the bar to your chest. 3. Finish the motion with your shoulder blades squeezed fully together and down and your elbows just behind your ribs. 4. Don't let your shoulders pop forward at the finish.
Weighted Neutral-Grip Pull-Up,https://vimeo.com/112088566,1. Fully extend your arms and let your shoulder blades spread at the bottom. 2. Pull the bar to your chest. 3. Finish the motion with your shoulder blades squeezed fully together and down and your elbows just behind your ribs. 4. Don't let your shoulders pop forward at the finish.
Weighted Pushup,https://vimeo.com/112089799,"1. Only lower as far down as you can without your shoulders popping forward. 2. Squeeze your shoulder blades together and downward at the bottom of the rep. 3. Keep your abs tight and your ribs pulled down so that your lower back doesn't arch. 4. Finish by spreading your shoulder blades apart, with your shoulders pulled down away from your ears."
Weighted Ring Pushup,https://vimeo.com/112089800,"1. Only lower as far down as you can without your shoulders popping forward. 2. Squeeze your shoulder blades together and downward at the bottom of the rep. 3. Keep your abs tight and your ribs pulled down so that your lower back doesn't arch. 4. Finish by spreading your shoulder blades apart, with your shoulders pulled down away from your ears."
X-Band Box Walk,https://vimeo.com/112091252,"1. Lock your ribs down with your abs. 2. Tuck your tailbone between your knees. 3. Move from the hips, not your spine. 4. Don't rotate your feet outward."
X-Band Walk,https://vimeo.com/112089801,"1. Lock your ribs down with your abs. 2. Tuck your tailbone between your knees. 3. Move from the hips, not your spine. 4. Don't rotate your feet outward."
X-Lat Band Pull-Down,https://vimeo.com/112091254,"1. Keep your ribs down, abs tight and tailbone tucked between your knees. 2. Allow your shoulder blades to spread apart at the beginning as you cross your arms over. 3. Pull your hands back to your lower ribs, finishing with your shoulder blades locked inward and down. 4. Don't let your shoulder capsules shift forward at the finish of the movement."
Yoga Downward Dog Stretch,https://vimeo.com/112091255,1. Keep your lower ribs pulled down and reach overhead. 2. Stretch your lats out and drive your chest toward the ground. 3. Drive your heels to the ground. 4. You can move deeper into the stretch by alternately bending your knees.
Yoga Plex,https://vimeo.com/112091256,"1. Step slightly to the outside with your forward leg to make room for your arm. 2. Keep your ribs down, tuck your tailbone under and contract the glute on your trailing leg to get a good stretch in your hip flexor. 3. Keep your neck in line with the rest of your spine. 4. With your chest high, stretch overhead and follow your hand with your eyes.
"
Yoga Pushup,https://vimeo.com/112091257,"1. Keep your spine neutral, abs and glutes braced and hands shoulder-width apart. 2. Lower into the pushup by squeezing your shoulder blades together and down into your back pockets and keeping your elbows tucked in. 3. From the top of the pushup, push your hips into the air and drive your heels toward the ground to stretch your lats, chest, calves and hamstrings. 
"
